rank,asin,title,brand,category,product_type,deal_price_mxn,basis_price_mxn,basis_price_type,display_discount_pct,calculated_discount_pct,deal_message,deal_end_time,deal_type,percent_claimed,is_lightning_deal,rating,review_count,product_url,image_url,discount_difference_pp,category_clean,is_timed_deal,absolute_savings_mxn,price_band,extracted_at_utc,marketplace,currency
251,B0FGW9V11R,"ENMY 80 Colores Marcadores Creativos de Pintura Acrílica, Rotuladores Acrílicos a Base de Agua, Punta Pincel, Plumones acrilico Líquida, para madera, piedra, lienzo, vidrio, tela",ENMY,gl_office_product,MARKING_PEN,1135.0,1199.0,Precio de lista:,5.0,5.337781484570475,Promoción,,BEST_DEAL,,False,4.0,183.0,https://www.amazon.com.mx/ENMY-Marcadores-Creativos-Acr%C3%ADlica-Acr%C3%ADlicos/dp/B0FGW9V11R,https://m.media-amazon.com/images/I/71pVqGwH3wL.jpg,0.33778148457047497,Office Product,False,64.0,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
252,B00APVXSM6,"PicassoTiles 60 Pzs Bloques Magnéticos, Picasso Tiles Magnets para Niños 3+ | Libre de BPA y no tóxico, diseño colorido y atractivo, tiempo de calidad en familia, estimulación de creatividad y motricidad",PicassoTiles,gl_toy,TOY_BUILDING_BLOCK,548.99,988.2,Precio de lista:,44.0,44.4454563853471,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,5.0,83701.0,https://www.amazon.com.mx/PicassoTiles-Classroom-Montessori-Construction-PT60/dp/B00APVXSM6,https://m.media-amazon.com/images/I/91PaqQw0LuL.jpg,0.4454563853471001,Toy,True,439.21000000000004,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
253,B0FQJ8YHSH,"Libin Pantalones Cargo tácticos para Hombre. Nylon Ligero, elástico, Secado rápido y Resistente al Agua. 4 Bolsillos",Libin,gl_apparel,PANTS,683.99,759.99,Precio de lista:,10.0,10.000131580678694,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,284.0,https://www.amazon.com.mx/Libin-Pantalones-Senderismo-Casuales-Bolsillos/dp/B0FQJ8YHSH,https://m.media-amazon.com/images/I/71TWb1zF75L.jpg,0.00013158067869412093,Apparel,True,76.0,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
254,B07NWT6YLD,"Amazon Basics - Paquete de 12 baterías recargables AA, recarga hasta 400x, alta capacidad 2400 mAh, precargadas",Amazon Basics,gl_electronics,BATTERY,304.33,354.9,Precio de lista:,14.0,14.249084249084248,Oferta Prime limitada,,BEST_DEAL,,,5.0,126948.0,https://www.amazon.com.mx/Amazon-Basics-Recargables-Capacidad-precargadas/dp/B07NWT6YLD,https://m.media-amazon.com/images/I/71H9daHPWWL.jpg,0.2490842490842482,Electronics,False,50.56999999999999,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
255,B093BDK1RP,Dubinik® 6 oz Camisa Franela Hombre Casual Botones Algodón Camisas Manga Larga Cuadros con Bolsillos Trabajo,Dubinik,gl_apparel,SHIRT,611.99,679.99,Anterior:,10.0,10.00014706098619,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,2282.0,https://www.amazon.com.mx/Dubinik-Camisa-Cuadros-Franela-Regular/dp/B093BDK1RP,https://m.media-amazon.com/images/I/91kAD52wTML.jpg,0.00014706098619043928,Apparel,True,68.0,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
256,B009PACFFE,"NIVEA Kit Anti-manchas Rutina Facial Completa Luminous 630 (4 piezas), Enriquecida con Ácido Hialurónico Serum facial + Fluido facial con Vitamina E y FPS50 + Contorno de Ojos Anti-ojeras + Crema de Noche Reparadora",NIVEA,gl_beauty,SKIN_SERUM,644.86,1028.01,Precio de lista:,37.0,37.271038219472565,Promoción,,BEST_DEAL,,False,4.0,1495.0,https://www.amazon.com.mx/NIVEA-Anti-manchas-Hialur%C3%B3nico-Anti-ojeras-Reparadora/dp/B009PACFFE,https://m.media-amazon.com/images/I/71+8TTdjk6L.jpg,0.27103821947256534,Beauty,False,383.15,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
257,B0F3BHJ266,"Mini 2K+ Blink (modelo más reciente): cámara de seguridad con enchufe para monitorear tu hogar y tus mascotas con resolución de video 2K, audio mejorado y detección de movimiento - 1 cámara (blanco)",Blink,gl_vdo_devices,VDO_DEVICES,359.0,899.0,Precio de lista:,60.0,60.06674082313682,Promoción,,BEST_DEAL,,False,4.0,116.0,https://www.amazon.com.mx/Blink-Mini-resoluci%C3%B3n-de-video-2k/dp/B0F3BHJ266,https://m.media-amazon.com/images/I/51cQSeAfeML.jpg,0.0667408231368185,Vdo Devices,False,540.0,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
258,B0F634L6G5,"Soundcore by Anker Boom 3i Bocina Bluetooth Portátil | 16h Batería, 50W, IP68 Flotante, Resistente al Agua Salada, BassUp 2.0, Bluetooth 5.3, TWS, para Pesca, Camping y Exteriores",Soundcore,gl_electronics,SPEAKERS,1599.0,2499.0,Precio de lista:,36.0,36.014405762304925,Promoción,,BEST_DEAL,,False,4.0,537.0,https://www.amazon.com.mx/Soundcore-Bluetooth-Portatil-Potencia-Resistente/dp/B0F634L6G5,https://m.media-amazon.com/images/I/61OIBxzUmgL.jpg,0.014405762304924963,Electronics,False,900.0,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
259,B0DN6CMQGP,"DREAM PAIRS Flats de Mary Jane para Mujer | Zapatos de Ballet Ballerinas para Dama, Punta Cuadrada, Hebilla, Cómoda, Moda, Ligeras, Elegantes",DREAM PAIRS,gl_shoes,SHOES,538.61,799.0,Precio de lista:,33.0,32.58948685857321,Promoción,,BEST_DEAL,,False,4.0,1079.0,https://www.amazon.com.mx/DREAM-PAIRS-Bailarinas-Elegantes-DWUMFA2520/dp/B0DN6CMQGP,https://m.media-amazon.com/images/I/71NcAQIIU8L.jpg,0.4105131414267902,Shoes,False,260.39,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
260,B099RPHTCV,"Bruno Marc Tenis Casuales de Vestir para Hombre | Sneakers de Piel, Zapatos de Moda, Estilo Skate, de Negocios, Cómodos, para Oficina, Versátiles",Bruno Marc,gl_shoes,SHOES,758.98,899.0,Precio de lista:,16.0,15.575083426028918,Promoción,,BEST_DEAL,,False,4.0,9236.0,https://www.amazon.com.mx/Bruno-Marc-Zapatillas-vestir-casuales/dp/B099RPHTCV,https://m.media-amazon.com/images/I/7115UH1ca6L.jpg,0.42491657397108185,Shoes,False,140.01999999999998,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
261,B0CS285S1W,"Dubinik® Camisas para Hombre Manga Larga Cuadros Botones Casual Trabajo | Con Bolsillo, Ligero, Transpirable, Cómodo y suave, Se puede usar todo el año, Fácil de cuidar, Verano, Invierno",Dubinik,gl_apparel,SHIRT,656.99,729.99,Anterior:,10.0,10.00013698817792,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,47.0,https://www.amazon.com.mx/Dubinik%C2%AE-Camisas-Cuadros-Elegantes-Bolsillos/dp/B0CS285S1W,https://m.media-amazon.com/images/I/91xjpsNfdJL.jpg,0.00013698817791940598,Apparel,True,73.0,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
262,B095P46P6T,GORLYA - Vestido Largo de Manga Corta con Estampado Floral para niña de 4 a 12 años,,gl_apparel,DRESS,426.26,473.62,Anterior:,10.0,9.999577720535454,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,12275.0,https://www.amazon.com.mx/GORLYA-Maxivestido-estampado-floral-claro/dp/B095P46P6T,https://m.media-amazon.com/images/I/61OCDRSnoAS.jpg,0.00042227946454609366,Apparel,True,47.360000000000014,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
263,B0CSNG915W,Dubinik® Camisas Hombre Manga Corta Cuadros Camisa Manga Corta Hombre Verano Botón Casual Vintage Trabajo Camisas para Hombre,Dubinik,gl_apparel,SHIRT,611.99,679.99,Anterior:,10.0,10.00014706098619,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,1702.0,https://www.amazon.com.mx/Dubinik%C2%AE-Camisas-Cuadros-Vintage-Trabajo/dp/B0CSNG915W,https://m.media-amazon.com/images/I/914FqeMrPoL.jpg,0.00014706098619043928,Apparel,True,68.0,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
264,B0BKRSK4LN,"ANNA TOSANI Fregadero De Cocina, 55 * 45 * 21cm de Acero inoxidable | Fregadero De Barra con Grifo y Escurridor de Platos, Fregadero De Barra con Dispensador de jabón, Fregaderos De Cocina",,gl_home_improvement,SINK,999.0,1259.0,Anterior:,21.0,20.651310563939635,Promoción,,BEST_DEAL,,False,4.0,1059.0,https://www.amazon.com.mx/Anna-Tosani-Fregadero-de-Cocina/dp/B0BKRSK4LN,https://m.media-amazon.com/images/I/41+xbItFMoL.jpg,0.34868943606036495,Home Improvement,False,260.0,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
265,B08V9CY8XT,"Maybelline Sky High Máscara de Pestañas, Longitud y Volumen 12H, WP, 6Ml",MAYBELLINE,gl_beauty,MASCARA,166.93,309.0,Precio de lista:,46.0,45.97734627831715,Promoción,,BEST_DEAL,,False,4.0,57434.0,https://www.amazon.com.mx/Maybelline-Mascara-sensational-prueba-Negro/dp/B08V9CY8XT,https://m.media-amazon.com/images/I/61nkFl3MtqL.jpg,0.022653721682850403,Beauty,False,142.07,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
266,B0BZ2NRQ16,"Raganet, Parrilla con 5 Quemadores, de Cristal Templado, Encendido Eléctrico, Estufa Empotrable y De Mesa, Compatible con Gas Natural y Gas LP Medidas: 88cm Largo X 51cm Ancho X 6cm Alto",,gl_major_appliances,COOKTOP,1798.99,2099.0,Precio de lista:,14.0,14.292996665078608,Promoción,,BEST_DEAL,,False,3.0,117.0,https://www.amazon.com.mx/Raganet-Quemadores-Encendido-Empotrable-Compatible/dp/B0BZ2NRQ16,https://m.media-amazon.com/images/I/61TDjIYcTUL.jpg,0.2929966650786078,Major Appliances,False,300.01,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
267,B08X6GMKVX,"PRETTYGARDEN Vestidos Largos Veraniegos Florales Boho para Mujer | Manga Corta Y Escote En V, Vestido Largo Fluido, Invitada De Boda Primaveral, Volantes Para Playa, Vacaciones Y Resort",PRETTYGARDEN,gl_apparel,DRESS,683.0,759.01,Anterior:,10.0,10.01436081211051,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,16656.0,https://www.amazon.com.mx/PRETTYGARDEN-Vestido-dobladillo-volantes-Patchwork/dp/B08X6GMKVX,https://m.media-amazon.com/images/I/810z2nTDzxL.jpg,0.014360812110510324,Apparel,True,76.00999999999999,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
268,B0DVCG76Z5,"Eucerin Anti-Pigment Gel Limpiador Facial 200ml Exfoliante Gentil Anti Manchas. Reducción de manchas oscuras, unifica el tono natural ideal para todo tipo de piel",Eucerin,gl_beauty,SKIN_CLEANING_AGENT,406.86,569.0,Precio de lista:,28.0,28.495606326889277,Promoción,,BEST_DEAL,,False,4.0,2426.0,https://www.amazon.com.mx/Eucerin-Anti-Pigment-Limpiador-Exfoliante-Reducci%C3%B3n/dp/B0DVCG76Z5,https://m.media-amazon.com/images/I/61v2pAeJ0EL.jpg,0.49560632688927697,Beauty,False,162.14,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
269,B0GR4GR5QH,"Soundcore by Anker Space 2 Audífonos Inalámbricos Diadema | Cancelación de Ruido Activa, 50 Horas de Batería, Audio LDAC Hi-Res, Conexión Dual, Bluetooth 6.1",Soundcore,gl_electronics,HEADPHONES,2499.0,2999.0,Precio de lista:,17.0,16.672224074691563,Promoción,,BEST_DEAL,,False,4.0,855.0,https://www.amazon.com.mx/Soundcore-Anker-Aud%C3%ADfonos-Inal%C3%A1mbricos-Diadema/dp/B0GR4GR5QH,https://m.media-amazon.com/images/I/61GwoWPO9hL.jpg,0.3277759253084369,Electronics,False,500.0,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
270,B0DZMWY6R7,"TCL Smart TV Pantalla 40"" 40Q3K Android TV FHD QLED Google Cast | Alexa | 2K HDR10| NITS 300 | Panel 60 Hz | Dolby Digital +",TCL,gl_home_entertainment,TELEVISION,3799.0,5299.0,Precio de lista:,28.0,28.307227778826196,Promoción,,BEST_DEAL,,False,4.0,342.0,https://www.amazon.com.mx/TCL-Pantalla-Android-Google-Digital/dp/B0DZMWY6R7,https://m.media-amazon.com/images/I/61uJjgrpjuL.jpg,0.3072277788261957,Home Entertainment,False,1500.0,"$2,500–4,999",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
271,B0DCBB2YTR,"Anker 25000mAh 165W Power Bank, Cargador Tipo C Carga Rapida | Carga Rapida, con Pantalla Inteligente, para iPhone 17/16/15, Airpods, Samsung, iPad y más",Anker,gl_electronics,POWER_BANK,1498.97,2899.0,Precio de lista:,48.0,48.29354949982753,Termina en,2026-09-25T05:55:00.000Z,BEST_DEAL,,False,4.0,9891.0,https://www.amazon.com.mx/Anker-Power-Laptop-25000-mAh-Puertos/dp/B0DCBB2YTR,https://m.media-amazon.com/images/I/71PutABp7nL.jpg,0.2935494998275274,Electronics,True,1400.03,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
272,B0C5DJTKRW,"HYMOKEGE Juego De Edredón Queen De Seersucker De 7 Piezas, Cama De Lujo para Todas Las Estaciones, Juego De Cama con Edredones, Sábanas, Fundas De Almohada Y Fundas, Beige",HYMOKEGE,gl_home,BEDDING_SET,860.88,1032.2,Anterior:,17.0,16.597558612671968,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,12112.0,https://www.amazon.com.mx/HYMOKEGE-edred%C3%B3n-estaciones-rec%C3%A1mara-almohada/dp/B0C5DJTKRW,https://m.media-amazon.com/images/I/81hmUU5glXL.jpg,0.40244138732803236,Home,True,171.32000000000005,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
273,B0DDMTJR2Y,"T-fal Central de Vapor Vertical Origin Home IT3280X1 | Vaporizador de ropa, 3 niveles de vapor, diseño minimalista, perchero integrado para colgar la ropa, con tabla vertical",T-Fal,gl_home,GARMENT_STEAMER,1839.35,2999.0,Precio de lista:,39.0,38.66788929643214,Promoción,,BEST_DEAL,,False,4.0,126.0,https://www.amazon.com.mx/T-fal-Vaporizador-Minimalista-tambi%C3%A9n-IT3280X1/dp/B0DDMTJR2Y,https://m.media-amazon.com/images/I/61RiKUyxE2L.jpg,0.33211070356785655,Home,False,1159.65,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
274,B0DN2G9TWD,PIGEON SofTouch | Biberón Recién Nacido 0+ Meses | Simula Lactancia Materna | Tecnología Japonesa | Reduce Cólicos | Tetina SS | 160 ml | Color Blanco.,Pigeon,gl_baby_product,BABY_BOTTLE,195.08,259.0,Precio de lista:,25.0,24.679536679536675,Promoción,,BEST_DEAL,,False,5.0,778.0,https://www.amazon.com.mx/PIGEON-SofTouch-Lactancia-Tecnolog%C3%ADa-Japonesa/dp/B0DN2G9TWD,https://m.media-amazon.com/images/I/312-J25Q+6L.jpg,0.3204633204633254,Baby Product,False,63.91999999999999,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
275,B0DWXC4H6C,"hujusko Silla Ergonómica Escritorio Malla,Soporte Lumbar y Reposapiés,Gris",hujusko,gl_furniture,CHAIR,4151.49,4599.0,Precio de lista:,10.0,9.73059360730594,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,11.0,False,4.0,235.0,https://www.amazon.com.mx/hujusko-Ergon%C3%B3mica-Escritorio-Soporte-Reposapi%C3%A9s/dp/B0DWXC4H6C,https://m.media-amazon.com/images/I/81Fmt1xcKrL.jpg,0.2694063926940604,Furniture,True,447.5100000000002,"$2,500–4,999",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
276,B0DW8HYHBT,"MOOMEE Juego de Funda Nórdica 100% Algodón Lavado Tipo Lino Full | Textura tipo lino. Suave, transpirable y duradera. Ligera. Cremallera oculta con 8 lazos en las esquinas.",MOOMEE,gl_home,BED_LINEN_SET,1754.99,2053.34,Anterior:,15.0,14.529985292255551,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,14651.0,https://www.amazon.com.mx/MOOMEE-edred%C3%B3n-algod%C3%B3n-Transpirable-Duradero/dp/B0DW8HYHBT,https://m.media-amazon.com/images/I/81t30AQu8rL.jpg,0.47001470774444876,Home,True,298.35000000000014,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
277,B00HAOP8UQ,"CALVIN KLEIN, Fragancia Unisex, CK One Eau de Toilette, Fragancia Fresca, Cítrica y Floral, Aromas de Bergamota, Té Verde y Almizcle, 100 ml",Calvin Klein,gl_beauty,PERSONAL_FRAGRANCE,399.0,483.69,Anterior:,18.0,17.509148421509643,Promoción,,BEST_DEAL,,False,4.0,15869.0,https://www.amazon.com.mx/Fragancia-Toilette-C%C3%ADtrica-Bergamota-Almizcle/dp/B00HAOP8UQ,https://m.media-amazon.com/images/I/51bo1RaXzuL.jpg,0.4908515784903571,Beauty,False,84.69,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
278,B0FXG9C9HW,"POWKONG Dock Switch 2 Compatible con Nintendo(2025)/Joypad/OLED, 4K 60Hz HDMI TV Docking Station with Switch Base,3 en 1 Switch2 Cargador con USB-C PD Carga rápida e indicador LED",POWKONG,gl_electronics,ELECTRONIC_DEVICE_DOCKING_STATION,1538.15,1799.0,Anterior:,14.0,14.49972206781545,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,370.0,https://www.amazon.com.mx/POWKONG-Compatible-Nintendo-Cargador-indicador/dp/B0FXG9C9HW,https://m.media-amazon.com/images/I/61eQ-A560uL.jpg,0.4997220678154495,Electronics,True,260.8499999999999,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
279,B0CX6WSN8C,SELECTSHOP Silla Ejecutiva para Oficina con Reposapies Reclinable Y Giratoria Asiento para Trabajo Ergonómica con Descansapies Y Masaje De Espalda Asiento Y Respaldo Acojinados PO14C1,,gl_furniture,CHAIR,1498.0,2299.0,Precio de lista:,35.0,34.84123531970422,Promoción,,BEST_DEAL,,False,3.0,227.0,https://www.amazon.com.mx/SELECTSHOP-Reposapies-Reclinable-Ergon%C3%B3mica-Descansapies/dp/B0CX6WSN8C,https://m.media-amazon.com/images/I/71MHbyPFgLL.jpg,0.15876468029578206,Furniture,False,801.0,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
280,B0FMXF7ZVD,"VASAGLE Librería de 6 Niveles, Estantería de Libros, 24 x 40 x 178.5 cm, Estantes Ajustables, Oficina, Salón, Dormitorio, Blanco Nube MLBC167T14",VASAGLE,gl_home,SHELF,1079.99,1499.99,Precio de lista:,28.0,28.00018666791112,Promoción,,BEST_DEAL,,False,4.0,1027.0,https://www.amazon.com.mx/VASAGLE-Estanter%C3%ADa-Ajustables-Dormitorio-MLBC167T14/dp/B0FMXF7ZVD,https://m.media-amazon.com/images/I/61JivKvZ01L.jpg,0.0001866679111195424,Home,False,420.0,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
281,B0F45D3X17,Philips Avent Tetina Natural Response Flujo 5 - Variable | Facilita combinar pecho y biberón | Solo libera leche cuando succiona | Antigoteo y válvula anticólicos | 4 pz | SCY965/44,AVENT,gl_baby_product,BOTTLE_NIPPLE,255.51,409.0,Precio de lista:,38.0,37.5281173594132,Promoción,,BEST_DEAL,,False,5.0,1373.0,https://www.amazon.com.mx/Philips-Avent-Tetina-Natural-Response/dp/B0F45D3X17,https://m.media-amazon.com/images/I/61OH8j4sDoL.jpg,0.47188264058679863,Baby Product,False,153.49,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
282,B0GQZBPYSY,"Flashforge Ad5x Impresora 3D Multicolor, Corexy 600mm/s | Nivelación 1 clic, extrusor 300°C, IFS 4 colores, 220x220x220 mm, garantía 1 año, creatividad sin límites",FLASHFORGE,gl_biss,3D_PRINTER,8801.1,9779.0,Precio de lista:,10.0,9.999999999999996,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,4.0,False,4.0,1020.0,https://www.amazon.com.mx/Flashforge-Impresora-Multicolor-Corexy-600mm/dp/B0GQZBPYSY,https://m.media-amazon.com/images/I/71UFLH1TTHL.jpg,3.552713678800501e-15,Biss,True,977.8999999999996,"$5,000+",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
283,B0D5HBLZPJ,"BOTTLE BOTTLE Taza de viaje aislada de 350ml con tapa a presión(Gris) | Vaso de acero inoxidable para café de oficina,mantiene el frío y el calor durante 6 horas",BOTTLE BOTTLE,gl_home,THERMOS,343.09,389.89,Precio de lista:,12.0,12.003385570289058,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,1960.0,https://www.amazon.com.mx/BOTTLE-aislada-inoxidable-oficina-mantiene/dp/B0D5HBLZPJ,https://m.media-amazon.com/images/I/51hguS5+lOL.jpg,0.0033855702890583927,Home,True,46.80000000000001,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
284,B0F9FH3WFR,"UGREEN Nexode Pro 300W Cargador de Escritorio con Pantalla Inteligente | 8 Puertos, Control Remoto Mediante App, Salida de DC de 240W, USB-C 140 W Máx, Compatible con MacBook Pro/Air, XPS, iPad",UGREEN,gl_electronics,ELECTRONIC_DEVICE_DOCKING_STATION,2799.0,3999.0,Precio de lista:,30.0,30.00750187546887,Promoción,,BEST_DEAL,,False,4.0,41.0,https://www.amazon.com.mx/UGREEN-Cargador-Escritorio-Pantalla-Inteligente/dp/B0F9FH3WFR,https://m.media-amazon.com/images/I/51vp-yUK4-L.jpg,0.007501875468868491,Electronics,False,1200.0,"$2,500–4,999",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
285,B07PM79MSC,"La Roche-Posay Pure Vitamin C12, Sérum Facial Antioxidante con 12% de Vitamina C, Antiarrugas, Mayor Luminosidad, Textura Ligera, para Pieles Sensibles, 30 ml",La Roche-Posay,gl_beauty,SKIN_SERUM,858.9,1399.0,Precio de lista:,39.0,38.60614724803431,Promoción,,BEST_DEAL,,False,4.0,19162.0,https://www.amazon.com.mx/Roche-Posay-Anti-Oxidante-Vitamina-limunosidad/dp/B07PM79MSC,https://m.media-amazon.com/images/I/612rQ+tTL6L.jpg,0.3938527519656887,Beauty,False,540.1,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
286,B0FMDF1NTV,"Magcubic HY300PRO Mini proyector portátil Auto Keystone, proyector Inteligente 200 ANSI con WiFi 6, BT 5.0, Pantalla de 130 Pulgadas, Giro de 180 Grados",Magcubic,gl_home_entertainment,VIDEO_PROJECTOR,699.99,999.99,Precio de lista:,30.0,30.00030000300003,Promoción,,BEST_DEAL,,False,4.0,9515.0,https://www.amazon.com.mx/Magcubic-HY300PRO-proyector-port%C3%A1til-Inteligente/dp/B0FMDF1NTV,https://m.media-amazon.com/images/I/51jz--WlTWL.jpg,0.00030000300003152347,Home Entertainment,False,300.0,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
287,B0FWT8QC5M,"L'Oreal Paris Revitalift Laser Sérum Rostro Triple Acción Anti-Edad,Corrige Arrugas, Da Firmeza, Luminosidad y Unifica el Tono, Con Tecnología Tri-Péptidos y Vitamina C, 30ml.",L'Oreal Paris,gl_beauty,SKIN_MOISTURIZER,225.0,410.0,Precio de lista:,45.0,45.1219512195122,Promoción,,BEST_DEAL,,False,4.0,812.0,https://www.amazon.com.mx/LOreal-Paris-Revitalift-Luminosidad-Tri-P%C3%A9ptidos/dp/B0FWT8QC5M,https://m.media-amazon.com/images/I/51IeGRCVvoL.jpg,0.1219512195121979,Beauty,False,185.0,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
288,B0F1DX5TMD,"OBY Magnesio Complex 5 con Citrato, Bisglicinato y Treonato 190 cápsulas | 5 Tipos de Magnesio: Citrato + Bisglicinato + Treonato + Gluconato + Taurato con Vitamina D3 y C (Camu Camu), Sin Óxido",OBY,gl_drugstore,MINERAL_SUPPLEMENT,399.99,549.0,Precio de lista:,27.0,27.142076502732237,Promoción,,BEST_DEAL,,False,4.0,2110.0,https://www.amazon.com.mx/Oby-Magnesio-Complex-MAGNESIOS-BisGlicinato/dp/B0F1DX5TMD,https://m.media-amazon.com/images/I/61kMzcUs8nL.jpg,0.1420765027322375,Drugstore,False,149.01,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
289,B0BYJ79PHH,"Yodoit Monitor Portátil 15.6 Pulgadas, IPS FHD 1080P USB Type-C Pantalla para Laptop, Monitor Portable de Juego 100% SRGB HDR con HDMI/USB C para MacBook PC Xbox PS4/5 Nintendo Switch Teléfono",Yodoit,gl_pc,MONITOR,1399.0,1699.99,Precio de lista:,18.0,17.70539826704863,Promoción,,BEST_DEAL,,False,4.0,4904.0,https://www.amazon.com.mx/Yodoit-Port%C3%A1til-Pulgadas-Pantalla-Portable/dp/B0BYJ79PHH,https://m.media-amazon.com/images/I/71hTV5eyAvL.jpg,0.2946017329513708,Pc,False,300.99,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
290,B0CDQN72WP,"Oral-B iO6 Cepillo Dental Eléctrico con App Coach, Precisión en Cada Cepillado",Oral-B,gl_personal_care_appliances,TOOTHBRUSH,2408.01,3689.99,Precio de lista:,35.0,34.74209957208555,Promoción,,BEST_DEAL,,False,4.0,660.0,https://www.amazon.com.mx/Cepillo-El%C3%A9ctrico-Dientes-Saludables-Unidad/dp/B0CDQN72WP,https://m.media-amazon.com/images/I/61Dr7W5+eML.jpg,0.2579004279144499,Personal Care Appliances,False,1281.9799999999996,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
291,B0CMGBN9G3,"2 Pack Micrófono Inalámbrico,Microfono de Solapa para iPhone/iPad/Android/PC,Inalámbrico Lavalier Compatible Profesional con Reducción de Ruido Inteligente,Plug and Play,para Vlog Video,Youtube Tiktok",,gl_electronics,MICROPHONE,279.34,379.0,Precio de lista:,26.0,26.295514511873357,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,1023.0,https://www.amazon.com.mx/Micr%C3%B3fono-Inal%C3%A1mbrico-Compatible-Profesional-Inteligente/dp/B0CMGBN9G3,https://m.media-amazon.com/images/I/61jsQWaWbsL.jpg,0.29551451187335687,Electronics,True,99.66000000000003,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
